device,location,hostname,slaveid,register,condition,type,threshold,level,value,set_pcs_list
儲能櫃1_2,戶外,BESS3_rack08_alert,9,32,rack08單體溫度上限告警,Boolean,1,warning,"BESS3_rack08_status,17,89",
儲能櫃1_2,戶外,BESS3_rack08_alert,9,33,rack08單體溫度下限告警,Boolean,1,warning,"BESS3_rack08_status,17,91",
儲能櫃1_2,戶外,BESS3_rack08_alert,9,34,rack08環境溫度上限告警,Boolean,1,warning,"BESS3_rack08_status,17,59",
儲能櫃1_2,戶外,BESS3_rack08_alert,9,35,rack08環境溫度下限告警,Boolean,1,warning,"BESS3_rack08_status,17,59",
儲能櫃1_2,戶外,BESS3_rack08_alert,9,36,rack08動力線溫度上限告警,Boolean,1,warning,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,37,rack08組SOC上限告警,Boolean,1,warning,"BESS3_rack08_status,17,55",
儲能櫃1_2,戶外,BESS3_rack08_alert,9,38,rack08組SOC下限告警,Boolean,1,warning,"BESS3_rack08_status,17,55",
儲能櫃1_2,戶外,BESS3_rack08_alert,9,39,rack08正極絕緣電阻下限告警,Boolean,1,warning,"BESS3_rack08_status,17,61",
儲能櫃1_2,戶外,BESS3_rack08_alert,9,40,rack08負極絕緣電阻下限告警,Boolean,1,warning,"BESS3_rack08_status,17,63",
儲能櫃1_2,戶外,BESS3_rack08_alert,9,41,rack08箱壓差上限告警,Boolean,1,warning,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,42,rack08箱溫差上限告警,Boolean,1,warning,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,43,rack08組端電壓上限保護,Boolean,1,protection,"BESS3_rack08_status,17,51",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,44,rack08組端電壓下限保護,Boolean,1,protection,"BESS3_rack08_status,17,51",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,45,rack08充電電流上限保護,Boolean,1,protection,"BESS3_rack08_status,17,53",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,46,rack08放電電流上限保護,Boolean,1,protection,"BESS3_rack08_status,17,53",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,47,rack08單體電壓上限保護,Boolean,1,protection,"BESS3_rack08_status,17,81",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,48,rack08單體電壓下限保護,Boolean,1,protection,"BESS3_rack08_status,17,83",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,49,rack08充電溫度上限保護,Boolean,1,protection,"BESS3_rack08_status,17,89",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,50,rack08充電溫度下限保護,Boolean,1,protection,"BESS3_rack08_status,17,91",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,51,rack08放電溫度上限保護,Boolean,1,protection,"BESS3_rack08_status,17,89",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,52,rack08放電溫度下限保護,Boolean,1,protection,"BESS3_rack08_status,17,91",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,53,rack08單體溫度上限保護,Boolean,1,protection,"BESS3_rack08_status,17,89",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,54,rack08單體溫度下限保護,Boolean,1,protection,"BESS3_rack08_status,17,91",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,55,rack08環境溫度上限保護,Boolean,1,protection,"BESS3_rack08_status,17,59",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,56,rack08環境溫度下限保護,Boolean,1,protection,"BESS3_rack08_status,17,59",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,57,rack08動力線溫度上限保護,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,58,rack08組SOC上限保護,Boolean,1,protection,"BESS3_rack08_status,17,55",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,59,rack08組SOC下限保護,Boolean,1,protection,"BESS3_rack08_status,17,55",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,60,rack08正極絕緣電阻下限保護,Boolean,1,protection,"BESS3_rack08_status,17,61",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,61,rack08負極絕緣電阻下限保護,Boolean,1,protection,"BESS3_rack08_status,17,63",PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,62,rack08箱壓差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,63,rack08箱溫差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,64,rack08電池溫度溫升過快,Boolean,1,warning,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,65,rack08動力線溫度溫升過快,Boolean,1,warning,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,66,rack08BMU通訊故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,67,rack08BCMU通訊故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,68,rack08單體電壓採集線故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,69,rack08總壓採集線故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,70,rack08電流採集線故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,71,rack08溫度採集斷線,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,72,rack08溫度採集短路,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,73,rack08BMS設備故障,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,74,rack08單體電壓無效,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,75,rack08單體溫度無效,Boolean,1,fault,,
儲能櫃1_2,戶外,BESS3_rack08_alert,9,76,rack08組端電壓無效,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,77,rack08組電流異常,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,78,rack08消防報警,Boolean,1,protection,,PCS1
儲能櫃1_2,戶外,BESS3_rack08_alert,9,79,rack08水浸報警,Boolean,1,protection,,PCS1
儲能櫃2_1,戶外,BESS2_rack01_alert,2,1,Rack01組端電壓上限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,51",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,2,Rack01組端電壓下限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,51",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,3,Rack01充電電流上限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,53",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,4,Rack01放電電流上限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,53",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,5,Rack01單體電壓上限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,81",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,6,Rack01單體電壓下限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,83",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,7,Rack01充電溫度上限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,89",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,8,Rack01充電溫度下限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,91",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,9,Rack01放電溫度上限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,89",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,10,Rack01放電溫度下限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,91",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,11,Rack01單體溫度上限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,89",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,12,Rack01單體溫度下限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,91",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,13,Rack01環境溫度上限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,59",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,14,Rack01環境溫度下限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,59",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,15,Rack01動力線溫度上限預警,Boolean,1,earlywarning,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,16,Rack01組SOC上限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,55",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,17,Rack01組SOC下限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,55",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,18,Rack01正極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,61",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,19,Rack01負極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS2_rack01_status,2,63",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,20,Rack01箱壓差上限預警,Boolean,1,earlywarning,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,21,Rack01箱溫差上限預警,Boolean,1,earlywarning,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,22,Rack01組端電壓上限告警,Boolean,1,warning,"BESS2_rack01_status,2,51",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,23,Rack01組端電壓下限告警,Boolean,1,warning,"BESS2_rack01_status,2,51",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,24,Rack01充電電流上限告警,Boolean,1,warning,"BESS2_rack01_status,2,53",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,25,Rack01放電電流上限告警,Boolean,1,warning,"BESS2_rack01_status,2,53",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,26,Rack01單體電壓上限告警,Boolean,1,warning,"BESS2_rack01_status,2,81",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,27,Rack01單體電壓下限告警,Boolean,1,warning,"BESS2_rack01_status,2,83",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,28,Rack01充電溫度上限告警,Boolean,1,warning,"BESS2_rack01_status,2,89",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,29,Rack01充電溫度下限告警,Boolean,1,warning,"BESS2_rack01_status,2,91",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,30,Rack01放電溫度上限告警,Boolean,1,warning,"BESS2_rack01_status,2,89",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,31,Rack01放電溫度下限告警,Boolean,1,warning,"BESS2_rack01_status,2,91",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,32,Rack01單體溫度上限告警,Boolean,1,warning,"BESS2_rack01_status,2,89",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,33,Rack01單體溫度下限告警,Boolean,1,warning,"BESS2_rack01_status,2,91",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,34,Rack01環境溫度上限告警,Boolean,1,warning,"BESS2_rack01_status,2,59",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,35,Rack01環境溫度下限告警,Boolean,1,warning,"BESS2_rack01_status,2,59",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,36,Rack01動力線溫度上限告警,Boolean,1,warning,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,37,Rack01組SOC上限告警,Boolean,1,warning,"BESS2_rack01_status,2,55",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,38,Rack01組SOC下限告警,Boolean,1,warning,"BESS2_rack01_status,2,55",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,39,Rack01正極絕緣電阻下限告警,Boolean,1,warning,"BESS2_rack01_status,2,61",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,40,Rack01負極絕緣電阻下限告警,Boolean,1,warning,"BESS2_rack01_status,2,63",
儲能櫃2_1,戶外,BESS2_rack01_alert,2,41,Rack01箱壓差上限告警,Boolean,1,warning,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,42,Rack01箱溫差上限告警,Boolean,1,warning,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,43,Rack01組端電壓上限保護,Boolean,1,protection,"BESS2_rack01_status,2,51",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,44,Rack01組端電壓下限保護,Boolean,1,protection,"BESS2_rack01_status,2,51",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,45,Rack01充電電流上限保護,Boolean,1,protection,"BESS2_rack01_status,2,53",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,46,Rack01放電電流上限保護,Boolean,1,protection,"BESS2_rack01_status,2,53",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,47,Rack01單體電壓上限保護,Boolean,1,protection,"BESS2_rack01_status,2,81",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,48,Rack01單體電壓下限保護,Boolean,1,protection,"BESS2_rack01_status,2,83",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,49,Rack01充電溫度上限保護,Boolean,1,protection,"BESS2_rack01_status,2,89",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,50,Rack01充電溫度下限保護,Boolean,1,protection,"BESS2_rack01_status,2,91",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,51,Rack01放電溫度上限保護,Boolean,1,protection,"BESS2_rack01_status,2,89",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,52,Rack01放電溫度下限保護,Boolean,1,protection,"BESS2_rack01_status,2,91",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,53,Rack01單體溫度上限保護,Boolean,1,protection,"BESS2_rack01_status,2,89",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,54,Rack01單體溫度下限保護,Boolean,1,protection,"BESS2_rack01_status,2,91",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,55,Rack01環境溫度上限保護,Boolean,1,protection,"BESS2_rack01_status,2,59",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,56,Rack01環境溫度下限保護,Boolean,1,protection,"BESS2_rack01_status,2,59",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,57,Rack01動力線溫度上限保護,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,58,Rack01組SOC上限保護,Boolean,1,protection,"BESS2_rack01_status,2,55",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,59,Rack01組SOC下限保護,Boolean,1,protection,"BESS2_rack01_status,2,55",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,60,Rack01正極絕緣電阻下限保護,Boolean,1,protection,"BESS2_rack01_status,2,61",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,61,Rack01負極絕緣電阻下限保護,Boolean,1,protection,"BESS2_rack01_status,2,63",PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,62,Rack01箱壓差上限保護,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,63,Rack01箱溫差上限保護,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,64,Rack01電池溫度溫升過快,Boolean,1,warning,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,65,Rack01動力線溫度溫升過快,Boolean,1,warning,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,66,Rack01BMU通訊故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,67,Rack01BCMU通訊故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,68,Rack01單體電壓採集線故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,69,Rack01總壓採集線故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,70,Rack01電流採集線故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,71,Rack01溫度採集斷線,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,72,Rack01溫度採集短路,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,73,Rack01BMS設備故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,74,Rack01單體電壓無效,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,75,Rack01單體溫度無效,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack01_alert,2,76,Rack01組端電壓無效,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,77,Rack01組電流異常,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,78,Rack01消防報警,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack01_alert,2,79,Rack01水浸報警,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,1,Rack02組端電壓上限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,51",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,2,Rack02組端電壓下限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,51",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,3,Rack02充電電流上限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,53",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,4,Rack02放電電流上限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,53",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,5,Rack02單體電壓上限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,81",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,6,Rack02單體電壓下限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,83",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,7,Rack02充電溫度上限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,89",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,8,Rack02充電溫度下限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,91",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,9,Rack02放電溫度上限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,89",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,10,Rack02放電溫度下限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,91",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,11,Rack02單體溫度上限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,89",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,12,Rack02單體溫度下限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,91",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,13,Rack02環境溫度上限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,59",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,14,Rack02環境溫度下限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,59",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,15,Rack02動力線溫度上限預警,Boolean,1,earlywarning,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,16,Rack02組SOC上限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,55",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,17,Rack02組SOC下限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,55",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,18,Rack02正極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,61",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,19,Rack02負極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS2_rack02_status,3,63",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,20,Rack02箱壓差上限預警,Boolean,1,earlywarning,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,21,Rack02箱溫差上限預警,Boolean,1,earlywarning,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,22,Rack02組端電壓上限告警,Boolean,1,warning,"BESS2_rack02_status,3,51",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,23,Rack02組端電壓下限告警,Boolean,1,warning,"BESS2_rack02_status,3,51",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,24,Rack02充電電流上限告警,Boolean,1,warning,"BESS2_rack02_status,3,53",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,25,Rack02放電電流上限告警,Boolean,1,warning,"BESS2_rack02_status,3,53",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,26,Rack02單體電壓上限告警,Boolean,1,warning,"BESS2_rack02_status,3,81",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,27,Rack02單體電壓下限告警,Boolean,1,warning,"BESS2_rack02_status,3,83",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,28,Rack02充電溫度上限告警,Boolean,1,warning,"BESS2_rack02_status,3,89",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,29,Rack02充電溫度下限告警,Boolean,1,warning,"BESS2_rack02_status,3,91",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,30,Rack02放電溫度上限告警,Boolean,1,warning,"BESS2_rack02_status,3,89",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,31,Rack02放電溫度下限告警,Boolean,1,warning,"BESS2_rack02_status,3,91",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,32,Rack02單體溫度上限告警,Boolean,1,warning,"BESS2_rack02_status,3,89",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,33,Rack02單體溫度下限告警,Boolean,1,warning,"BESS2_rack02_status,3,91",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,34,Rack02環境溫度上限告警,Boolean,1,warning,"BESS2_rack02_status,3,59",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,35,Rack02環境溫度下限告警,Boolean,1,warning,"BESS2_rack02_status,3,59",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,36,Rack02動力線溫度上限告警,Boolean,1,warning,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,37,Rack02組SOC上限告警,Boolean,1,warning,"BESS2_rack02_status,3,55",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,38,Rack02組SOC下限告警,Boolean,1,warning,"BESS2_rack02_status,3,55",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,39,Rack02正極絕緣電阻下限告警,Boolean,1,warning,"BESS2_rack02_status,3,61",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,40,Rack02負極絕緣電阻下限告警,Boolean,1,warning,"BESS2_rack02_status,3,63",
儲能櫃2_1,戶外,BESS2_rack02_alert,3,41,Rack02箱壓差上限告警,Boolean,1,warning,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,42,Rack02箱溫差上限告警,Boolean,1,warning,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,43,Rack02組端電壓上限保護,Boolean,1,protection,"BESS2_rack02_status,3,51",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,44,Rack02組端電壓下限保護,Boolean,1,protection,"BESS2_rack02_status,3,51",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,45,Rack02充電電流上限保護,Boolean,1,protection,"BESS2_rack02_status,3,53",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,46,Rack02放電電流上限保護,Boolean,1,protection,"BESS2_rack02_status,3,53",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,47,Rack02單體電壓上限保護,Boolean,1,protection,"BESS2_rack02_status,3,81",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,48,Rack02單體電壓下限保護,Boolean,1,protection,"BESS2_rack02_status,3,83",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,49,Rack02充電溫度上限保護,Boolean,1,protection,"BESS2_rack02_status,3,89",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,50,Rack02充電溫度下限保護,Boolean,1,protection,"BESS2_rack02_status,3,91",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,51,Rack02放電溫度上限保護,Boolean,1,protection,"BESS2_rack02_status,3,89",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,52,Rack02放電溫度下限保護,Boolean,1,protection,"BESS2_rack02_status,3,91",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,53,Rack02單體溫度上限保護,Boolean,1,protection,"BESS2_rack02_status,3,89",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,54,Rack02單體溫度下限保護,Boolean,1,protection,"BESS2_rack02_status,3,91",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,55,Rack02環境溫度上限保護,Boolean,1,protection,"BESS2_rack02_status,3,59",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,56,Rack02環境溫度下限保護,Boolean,1,protection,"BESS2_rack02_status,3,59",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,57,Rack02動力線溫度上限保護,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,58,Rack02組SOC上限保護,Boolean,1,protection,"BESS2_rack02_status,3,55",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,59,Rack02組SOC下限保護,Boolean,1,protection,"BESS2_rack02_status,3,55",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,60,Rack02正極絕緣電阻下限保護,Boolean,1,protection,"BESS2_rack02_status,3,61",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,61,Rack02負極絕緣電阻下限保護,Boolean,1,protection,"BESS2_rack02_status,3,63",PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,62,Rack02箱壓差上限保護,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,63,Rack02箱溫差上限保護,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,64,Rack02電池溫度溫升過快,Boolean,1,warning,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,65,Rack02動力線溫度溫升過快,Boolean,1,warning,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,66,Rack02BMU通訊故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,67,Rack02BCMU通訊故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,68,Rack02單體電壓採集線故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,69,Rack02總壓採集線故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,70,Rack02電流採集線故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,71,Rack02溫度採集斷線,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,72,Rack02溫度採集短路,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,73,Rack02BMS設備故障,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,74,Rack02單體電壓無效,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,75,Rack02單體溫度無效,Boolean,1,fault,,
儲能櫃2_1,戶外,BESS2_rack02_alert,3,76,Rack02組端電壓無效,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,77,Rack02組電流異常,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,78,Rack02消防報警,Boolean,1,protection,,PCS2
儲能櫃2_1,戶外,BESS2_rack02_alert,3,79,Rack02水浸報警,Boolean,1,protection,,PCS2
