device,location,hostname,slaveid,register,condition,type,threshold,level,value,set_pcs_list
PCS1,戶外,PCS_PCS1,A,,連線逾時,,,protection,,PCS1
PCS1,戶外,PCS_PCS1,B,,連線被拒,,,protection,,PCS1
PCS1,戶外,PCS_PCS1,C,,無法連接到主機,,,protection,,PCS1
PCS1,戶外,PCS_PCS1,D,,通訊異常,,,protection,,PCS1
PCS2,戶外,PCS_PCS2,A,,連線逾時,,,protection,,PCS2
PCS2,戶外,PCS_PCS2,B,,連線被拒,,,protection,,PCS2
PCS2,戶外,PCS_PCS2,C,,無法連接到主機,,,protection,,PCS2
PCS2,戶外,PCS_PCS2,D,,通訊異常,,,protection,,PCS2
儲能櫃1_1,戶外,BESS1_overview,A,,連線逾時,,,warning,,
儲能櫃1_1,戶外,BESS1_overview,B,,連線被拒,,,warning,,
儲能櫃1_1,戶外,BESS1_overview,C,,無法連接到主機,,,warning,,
儲能櫃1_1,戶外,BESS1_overview,D,,通訊異常,,,warning,,
儲能櫃1_2,戶外,BESS3_overview,A,,連線逾時,,,warning,,
儲能櫃1_2,戶外,BESS3_overview,B,,連線被拒,,,warning,,
儲能櫃1_2,戶外,BESS3_overview,C,,無法連接到主機,,,warning,,
儲能櫃1_2,戶外,BESS3_overview,D,,通訊異常,,,warning,,
儲能櫃2_1,戶外,BESS2_overview,A,,連線逾時,,,warning,,
儲能櫃2_1,戶外,BESS2_overview,B,,連線被拒,,,warning,,
儲能櫃2_1,戶外,BESS2_overview,C,,無法連接到主機,,,warning,,
儲能櫃2_1,戶外,BESS2_overview,D,,通訊異常,,,warning,,
儲能櫃2_2,戶外,BESS4_overview,A,,連線逾時,,,warning,,
儲能櫃2_2,戶外,BESS4_overview,B,,連線被拒,,,warning,,
儲能櫃2_2,戶外,BESS4_overview,C,,無法連接到主機,,,warning,,
儲能櫃2_2,戶外,BESS4_overview,D,,通訊異常,,,warning,,
保護電驛 _MAIN,MAIN盤,IED_IEDMAIN,A,,連線逾時,,,warning,,
保護電驛 _MAIN,MAIN盤,IED_IEDMAIN,B,,連線被拒,,,warning,,
保護電驛 _MAIN,MAIN盤,IED_IEDMAIN,C,,無法連接到主機,,,warning,,
保護電驛 _MAIN,MAIN盤,IED_IEDMAIN,D,,通訊異常,,,warning,,
保護電驛 _ESSI,ESS1盤,IED_IED1,A,,連線逾時,,,warning,,
保護電驛 _ESSI,ESS1盤,IED_IED1,B,,連線被拒,,,warning,,
保護電驛 _ESSI,ESS1盤,IED_IED1,C,,無法連接到主機,,,warning,,
保護電驛 _ESSI,ESS1盤,IED_IED1,D,,通訊異常,,,warning,,
保護電驛 _ESS2,ESS2盤,IED_IED2,A,,連線逾時,,,warning,,
保護電驛 _ESS2,ESS2盤,IED_IED2,B,,連線被拒,,,warning,,
保護電驛 _ESS2,ESS2盤,IED_IED2,C,,無法連接到主機,,,warning,,
保護電驛 _ESS2,ESS2盤,IED_IED2,D,,通訊異常,,,warning,,
總電表,MAIN盤,Meter_MMAIN,A,,連線逾時,,,warning,,
總電表,MAIN盤,Meter_MMAIN,B,,連線被拒,,,warning,,
總電表,MAIN盤,Meter_MMAIN,C,,無法連接到主機,,,warning,,
總電表,MAIN盤,Meter_MMAIN,D,,通訊異常,,,warning,,
儲能櫃1_電表,ESS1盤,Meter_M1,A,,連線逾時,,,warning,,
儲能櫃1_電表,ESS1盤,Meter_M1,B,,連線被拒,,,warning,,
儲能櫃1_電表,ESS1盤,Meter_M1,C,,無法連接到主機,,,warning,,
儲能櫃1_電表,ESS1盤,Meter_M1,D,,通訊異常,,,warning,,
儲能櫃2_電表,ESS2盤,Meter_M2,A,,連線逾時,,,warning,,
儲能櫃2_電表,ESS2盤,Meter_M2,B,,連線被拒,,,warning,,
儲能櫃2_電表,ESS2盤,Meter_M2,C,,無法連接到主機,,,warning,,
儲能櫃2_電表,ESS2盤,Meter_M2,D,,通訊異常,,,warning,,
輔助電源電表,AUX盤,Meter_MAUX,A,,連線逾時,,,warning,,
輔助電源電表,AUX盤,Meter_MAUX,B,,連線被拒,,,warning,,
輔助電源電表,AUX盤,Meter_MAUX,C,,無法連接到主機,,,warning,,
輔助電源電表,AUX盤,Meter_MAUX,D,,通訊異常,,,warning,,
Remote I/O,ESS1盤,Relay_Relay1,A,,連線逾時,,,warning,,
Remote I/O,ESS1盤,Relay_Relay1,B,,連線被拒,,,warning,,
Remote I/O,ESS1盤,Relay_Relay1,C,,無法連接到主機,,,warning,,
Remote I/O,ESS1盤,Relay_Relay1,D,,通訊異常,,,warning,,
Main_UPS,MAIN盤,UPS_UPS1,A,,連線逾時,,,warning,,
Main_UPS,MAIN盤,UPS_UPS1,B,,連線被拒,,,warning,,
Main_UPS,MAIN盤,UPS_UPS1,C,,無法連接到主機,,,warning,,
Main_UPS,MAIN盤,UPS_UPS1,D,,通訊異常,,,warning,,
EMS_UPS,EMS伺服器機櫃,ENV_ENV1_2_sensor8,,,,,,,,
環控_消防系統,儲能櫃1,ENV_ENV1_1,,,,,,,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,,,,,,,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,,,,,,,,
環控_溫度感測1,儲能櫃1,ENV_ENV1_2_sensor1,,,,,,,,
環控_溫度感測2,儲能櫃1,ENV_ENV1_2_sensor2,,,,,,,,
環控_溫度感測3,儲能櫃1,ENV_ENV1_2_sensor3,,,,,,,,
環控_浸水感測1,儲能櫃1,ENV_ENV1_2_sensor4,,,,,,,,
環控_浸水感測2,儲能櫃1,ENV_ENV1_2_sensor5,,,,,,,,
環控_消防系統,儲能櫃2,ENV_ENV2_1,,,,,,,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,,,,,,,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,,,,,,,,
環控_溫度感測1,儲能櫃2,ENV_ENV2_2_sensor1,,,,,,,,
環控_溫度感測2,儲能櫃2,ENV_ENV2_2_sensor2,,,,,,,,
環控_溫度感測3,儲能櫃2,ENV_ENV2_2_sensor3,,,,,,,,
環控_浸水感測1,儲能櫃2,ENV_ENV2_2_sensor4,,,,,,,,
環控_浸水感測2,儲能櫃2,ENV_ENV2_2_sensor5,,,,,,,,
輔助電源電表,AUX盤,Meter_MAUX,15,4120,三線平均電壓過低,<,350,warning,,
PCS 1,戶外,PCS_PCS1,150,1120,,>,0,protection,,PCS1
PCS 1,戶外,PCS_PCS1,150,1121,,>,0,warning,,
PCS 2,戶外,PCS_PCS2,150,1120,,>,0,protection,,PCS2
PCS 2,戶外,PCS_PCS2,150,1121,,>,0,warning,,
Remote I/O,ESS1盤,Relay_Relay1,1,1,VCBM_OFF,Boolean,0,protection,,"PCS1,PCS2"
Remote I/O,ESS1盤,Relay_Relay1,1,3,VCB1_OFF,Boolean,0,protection,,PCS1
Remote I/O,ESS1盤,Relay_Relay1,1,5,VCB2_OFF,Boolean,0,protection,,PCS2
Remote I/O,ESS1盤,Relay_Relay1,1,7,ACB1_OFF,Boolean,0,protection,,PCS1
Remote I/O,ESS1盤,Relay_Relay1,1,9,ACB2_OFF,Boolean,0,protection,,PCS2
環控_消防系統,儲能櫃1,ENV_ENV1_1,1,0,消防告警 一級告警,Boolean,1,protection,,PCS1
環控_消防系統,儲能櫃1,ENV_ENV1_1,1,1,消防告警 二級告警,Boolean,1,protection,,PCS1
接地故障監測,戶外,ENV_ENV1_1,1,2,接地故障,Boolean,1,protection,,PCS1
環控_溫度感測1,儲能櫃1,ENV_ENV1_2_sensor1,1,768,溫度過高,>,35,warning,,
環控_溫度感測2,儲能櫃1,ENV_ENV1_2_sensor2,2,768,溫度過高,>,35,warning,,
環控_溫度感測3,儲能櫃1,ENV_ENV1_2_sensor3,3,768,溫度過高,>,40,warning,,
環控_浸水感測1,儲能櫃1,ENV_ENV1_2_sensor4,4,769,浸水告警,>,2,protection,,PCS1
環控_浸水感測2,儲能櫃1,ENV_ENV1_2_sensor5,5,769,浸水告警,>,2,protection,,PCS1
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,768,高溫告警,=,1,warning,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,769,內風機故障,=,1,fault,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,770,外風機故障,=,1,fault,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,771,壓縮機故障,=,1,fault,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,772,內部溫度感測器故障,=,1,fault,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,773,系統高壓力,=,1,warning,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,774,低溫告警,=,1,warning,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,775,直流過壓,=,1,warning,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,776,直流低壓,=,1,warning,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,777,交流過壓,=,1,warning,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,778,交流低壓,=,1,warning,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,779,交流掉電,=,1,warning,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,780,蒸發器溫度感測器故障,=,1,fault,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,781,冷凝器溫度感測器故障,=,1,fault,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,782,環境溫度感測器故障,=,1,fault,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,783,蒸發器凍結,=,1,warning,,
環控_空調系統1,儲能櫃1,ENV_ENV1_2_aircon1,6,784,頻繁高壓力,=,1,warning,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,768,高溫告警,=,1,warning,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,769,內風機故障,=,1,fault,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,770,外風機故障,=,1,fault,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,771,壓縮機故障,=,1,fault,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,772,內部溫度感測器故障,=,1,fault,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,773,系統高壓力,=,1,warning,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,774,低溫告警,=,1,warning,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,775,直流過壓,=,1,warning,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,776,直流低壓,=,1,warning,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,777,交流過壓,=,1,warning,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,778,交流低壓,=,1,warning,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,779,交流掉電,=,1,warning,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,780,蒸發器溫度感測器故障,=,1,fault,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,781,冷凝器溫度感測器故障,=,1,fault,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,782,環境溫度感測器故障,=,1,fault,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,783,蒸發器凍結,=,1,fault,,
環控_空調系統2,儲能櫃1,ENV_ENV1_2_aircon2,7,784,頻繁高壓力,=,1,warning,,
環控_消防系統,儲能櫃2,ENV_ENV2_1,1,0,消防告警 一級告警,Boolean,1,protection,,PCS2
環控_消防系統,儲能櫃2,ENV_ENV2_1,1,1,消防告警 二級告警,Boolean,1,protection,,PCS2
環控_溫度感測1,儲能櫃2,ENV_ENV2_2_sensor1,1,768,溫度過高,>,35,warning,,
環控_溫度感測2,儲能櫃2,ENV_ENV2_2_sensor2,2,768,溫度過高,>,35,warning,,
環控_溫度感測3,儲能櫃2,ENV_ENV2_2_sensor3,3,768,溫度過高,>,40,warning,,
環控_浸水感測1,儲能櫃2,ENV_ENV2_2_sensor4,4,1027,浸水告警,Boolean,1,protection,,PCS2
環控_浸水感測2,儲能櫃2,ENV_ENV2_2_sensor5,5,1027,浸水告警,Boolean,1,protection,,PCS2
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,768,高溫告警,=,1,warning,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,769,內風機故障,=,1,fault,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,770,外風機故障,=,1,fault,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,771,壓縮機故障,=,1,fault,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,772,內部溫度感測器故障,=,1,fault,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,773,系統高壓力,=,1,warning,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,774,低溫告警,=,1,warning,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,775,直流過壓,=,1,warning,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,776,直流低壓,=,1,warning,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,777,交流過壓,=,1,warning,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,778,交流低壓,=,1,warning,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,779,交流掉電,=,1,warning,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,780,蒸發器溫度感測器故障,=,1,fault,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,781,冷凝器溫度感測器故障,=,1,fault,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,782,環境溫度感測器故障,=,1,fault,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,783,蒸發器凍結,=,1,warning,,
環控_空調系統1,儲能櫃2,ENV_ENV2_2_aircon1,6,784,頻繁高壓力,=,1,warning,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon1,7,768,高溫告警,=,1,warning,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,769,內風機故障,=,1,fault,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,770,外風機故障,=,1,fault,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,771,壓縮機故障,=,1,fault,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,772,內部溫度感測器故障,=,1,fault,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,773,系統高壓力,=,1,warning,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,774,低溫告警,=,1,warning,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,775,直流過壓,=,1,warning,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,776,直流低壓,=,1,warning,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,777,交流過壓,=,1,warning,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,778,交流低壓,=,1,warning,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,779,交流掉電,=,1,warning,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,780,蒸發器溫度感測器故障,=,1,fault,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,781,冷凝器溫度感測器故障,=,1,fault,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,782,環境溫度感測器故障,=,1,fault,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,783,蒸發器凍結,=,1,fault,,
環控_空調系統2,儲能櫃2,ENV_ENV2_2_aircon2,7,784,頻繁高壓力,=,1,warning,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,1,Rack01組端電壓上限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,51",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,2,Rack01組端電壓下限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,51",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,3,Rack01充電電流上限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,53",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,4,Rack01放電電流上限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,53",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,5,Rack01單體電壓上限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,81",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,6,Rack01單體電壓下限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,83",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,7,Rack01充電溫度上限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,89",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,8,Rack01充電溫度下限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,91",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,9,Rack01放電溫度上限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,89",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,10,Rack01放電溫度下限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,91",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,11,Rack01單體溫度上限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,89",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,12,Rack01單體溫度下限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,91",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,13,Rack01環境溫度上限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,59",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,14,Rack01環境溫度下限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,59",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,15,Rack01動力線溫度上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,16,Rack01組SOC上限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,55",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,17,Rack01組SOC下限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,55",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,18,Rack01正極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,61",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,19,Rack01負極絕緣電阻下限預警,Boolean,1,earlywarning,"BESS1_rack01_status,2,63",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,20,Rack01箱壓差上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,21,Rack01箱溫差上限預警,Boolean,1,earlywarning,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,22,Rack01組端電壓上限告警,Boolean,1,warning,"BESS1_rack01_status,2,51",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,23,Rack01組端電壓下限告警,Boolean,1,warning,"BESS1_rack01_status,2,51",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,24,Rack01充電電流上限告警,Boolean,1,warning,"BESS1_rack01_status,2,53",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,25,Rack01放電電流上限告警,Boolean,1,warning,"BESS1_rack01_status,2,53",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,26,Rack01單體電壓上限告警,Boolean,1,warning,"BESS1_rack01_status,2,81",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,27,Rack01單體電壓下限告警,Boolean,1,warning,"BESS1_rack01_status,2,83",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,28,Rack01充電溫度上限告警,Boolean,1,warning,"BESS1_rack01_status,2,89",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,29,Rack01充電溫度下限告警,Boolean,1,warning,"BESS1_rack01_status,2,91",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,30,Rack01放電溫度上限告警,Boolean,1,warning,"BESS1_rack01_status,2,89",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,31,Rack01放電溫度下限告警,Boolean,1,warning,"BESS1_rack01_status,2,91",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,32,Rack01單體溫度上限告警,Boolean,1,warning,"BESS1_rack01_status,2,89",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,33,Rack01單體溫度下限告警,Boolean,1,warning,"BESS1_rack01_status,2,91",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,34,Rack01環境溫度上限告警,Boolean,1,warning,"BESS1_rack01_status,2,59",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,35,Rack01環境溫度下限告警,Boolean,1,warning,"BESS1_rack01_status,2,59",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,36,Rack01動力線溫度上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,37,Rack01組SOC上限告警,Boolean,1,warning,"BESS1_rack01_status,2,55",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,38,Rack01組SOC下限告警,Boolean,1,warning,"BESS1_rack01_status,2,55",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,39,Rack01正極絕緣電阻下限告警,Boolean,1,warning,"BESS1_rack01_status,2,61",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,40,Rack01負極絕緣電阻下限告警,Boolean,1,warning,"BESS1_rack01_status,2,63",
儲能櫃1_1,戶外,BESS1_rack01_alert,2,41,Rack01箱壓差上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,42,Rack01箱溫差上限告警,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,43,Rack01組端電壓上限保護,Boolean,1,protection,"BESS1_rack01_status,2,51",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,44,Rack01組端電壓下限保護,Boolean,1,protection,"BESS1_rack01_status,2,51",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,45,Rack01充電電流上限保護,Boolean,1,protection,"BESS1_rack01_status,2,53",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,46,Rack01放電電流上限保護,Boolean,1,protection,"BESS1_rack01_status,2,53",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,47,Rack01單體電壓上限保護,Boolean,1,protection,"BESS1_rack01_status,2,81",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,48,Rack01單體電壓下限保護,Boolean,1,protection,"BESS1_rack01_status,2,83",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,49,Rack01充電溫度上限保護,Boolean,1,protection,"BESS1_rack01_status,2,89",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,50,Rack01充電溫度下限保護,Boolean,1,protection,"BESS1_rack01_status,2,91",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,51,Rack01放電溫度上限保護,Boolean,1,protection,"BESS1_rack01_status,2,89",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,52,Rack01放電溫度下限保護,Boolean,1,protection,"BESS1_rack01_status,2,91",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,53,Rack01單體溫度上限保護,Boolean,1,protection,"BESS1_rack01_status,2,89",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,54,Rack01單體溫度下限保護,Boolean,1,protection,"BESS1_rack01_status,2,91",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,55,Rack01環境溫度上限保護,Boolean,1,protection,"BESS1_rack01_status,2,59",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,56,Rack01環境溫度下限保護,Boolean,1,protection,"BESS1_rack01_status,2,59",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,57,Rack01動力線溫度上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,58,Rack01組SOC上限保護,Boolean,1,protection,"BESS1_rack01_status,2,55",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,59,Rack01組SOC下限保護,Boolean,1,protection,"BESS1_rack01_status,2,55",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,60,Rack01正極絕緣電阻下限保護,Boolean,1,protection,"BESS1_rack01_status,2,61",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,61,Rack01負極絕緣電阻下限保護,Boolean,1,protection,"BESS1_rack01_status,2,63",PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,62,Rack01箱壓差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,63,Rack01箱溫差上限保護,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,64,Rack01電池溫度溫升過快,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,65,Rack01動力線溫度溫升過快,Boolean,1,warning,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,66,Rack01BMU通訊故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,67,Rack01BCMU通訊故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,68,Rack01單體電壓採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,69,Rack01總壓採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,70,Rack01電流採集線故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,71,Rack01溫度採集斷線,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,72,Rack01溫度採集短路,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,73,Rack01BMS設備故障,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,74,Rack01單體電壓無效,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,75,Rack01單體溫度無效,Boolean,1,fault,,
儲能櫃1_1,戶外,BESS1_rack01_alert,2,76,Rack01組端電壓無效,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,77,Rack01組電流異常,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,78,Rack01消防報警,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack01_alert,2,79,Rack01水浸報警,Boolean,1,protection,,PCS1
儲能櫃1_1,戶外,BESS1_rack02_alert,3,1,Rack02組端電壓上限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,51",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,2,Rack02組端電壓下限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,51",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,3,Rack02充電電流上限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,53",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,4,Rack02放電電流上限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,53",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,5,Rack02單體電壓上限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,81",
儲能櫃1_1,戶外,BESS1_rack02_alert,3,6,Rack02單體電壓下限預警,Boolean,1,earlywarning,"BESS1_rack02_status,3,83",
